id,entities,clean_text
300,MISC/Hemingway and Gellhorn;PER/Philip Kaufman;,"Hmmm? February start date? Same period than the filming of "" "" Hemingway and Gellhorn "" "" by Philip Kaufman . Not sure accurate """
301,LOC/Singapore;,Sorry to tweetjack; are you back in Singapore? :)
302,LOC/columbia;,what were you doing in columbia mall? LOL ...
303,LOC/brazil;PER/Ozzy;,yeah 5 shows in brazil from Ozzy
304,ORG/Twitter;,Oooh thanks for the recommendation darling and I 'll bear in mind your comments re Twitter x
305,PER/Ronnie Corbett;,Are you related to Ronnie Corbett? tvoh
306,PER/Cutler;MISC/the NFC Championship;,"I did n't say that at all . I said they should get rid of Cutler, he sat out of the NFC Championship ."
307,PER/Justin;ORG/YouTube;,RAD! Justin's new video that was pirated to YouTube this morning is smoking? See it for yourself @
308,PER/Sampson;,best pic enjoying a sunny fall day with & my baby Sampson
311,PER/Barbara;PER/Jessica;,"Thanks for the RT, Barbara! ~ Peace! - Jessica"
312,,This is a little message to everyone planning on roasting me tomorrow at ... ... ...
313,PER/Parker;PER/Richard Jefferson;,Damn ... A teammates wife though? The only worse in Parker's case would 've been if it were Richard Jefferson's male lover ...
314,LOC/GREAT BRITAIN;,YOOO CHULO YESTERDAY WAS BOXING DAY IN GREAT BRITAIN - BUT IT HAS NOTHING TO DO WITH FIGHTING LOL
315,"LOC/Amherst, MA;ORG/UMass;","He meant alot to those of us who live in Amherst, MA as well and his longstanding affiliation with UMass . What a cool cat ."
316,PER/Bob Harris;,Bob Harris is similarly puzzled .
317,ORG/Packers;MISC/superbowl;,I'm hoping the go all the way and beat those Packers! (still pissed that they are even in the superbowl)
318,LOC/Mecca;,"after Mecca he was retracting NOI's methods, since they knew his stance on Islam shifted to a more mainstream belief"
319,MISC/Da Vinci Code;MISC/Angels and Demons;,Da Vinci Code? Or or Angels and Demons?
320,PER/Malik El-Shabazz;,haha not even close El Hajj Malik El-Shabazz though?
321,LOC/RI;,"my comment was on RI and my love for it, not the smallness of the state - D"
322,PER/Little Brother;,stop breaking my heart!!!! \* Little Brother \*
323,ORG/Illuminati;PER/Lucifer;PER/God;,"the Illuminati is a group, with Lucifer at the head meant to control and distract human beings from the goodness of God"
324,PER/Tom Hanks;PER/Robert Langdon;,Tom Hanks is so Robert Langdon whachumean?
325,LOC/France;,"it was about France, and the cancellation of the MB there ."
326,LOC/Canada;,np D I wish it was here in Canada lol
327,LOC/USA;LOC/Plymouth;,ours was last month lol . We celebrate the harvest and USA celebrates the pilgrims at Plymouth rock .
328,PER/Christina Hendricks;,also you should see if any of your friends recognize Christina Hendricks in two episodes
329,LOC/Jaynestown;,there is also that fermented milk the mudders drink in Jaynestown .
330,ORG/Mustafa Centre;,fuming away @ Mustafa Centre
331,LOC/Butter Factory;,Looks like the butter cookies craze has infected the Butter Factory as well .
332,,i predict a different kind of award ceremony for next year's Brits! .
333,PER/India Arie;,India Arie ay? ... \* big smile \*
334,,It's all over the news - _
335,PER/Brittany;,aww . . Brittany!!! What did u done!? Haha . . Is ur school turning into a battlefield!? . . Stay Safe tho - /
336,PER/Jay Cutler;,i 'd be cool with that cuz its not Jay Cutler . Plus you sent that at 14-7 .
337,LOC/US;,please could you explain the effects of the QE2 on the US economy
338,ORG/cnn;PER/teena marie;,RT cnn has confirmed from teena marie's manager that she has died .
339,PER/roland martin;ORG/CNN;,roland martin of CNN has confirmed it
340,LOC/canada;,yeah look at all that crap! thats how it is here in canada waist deep snow and alll that! and always cold . . i need to move!!
341,,She is not dead ... someone started a rumor
342,LOC/west coast;,"that's how we do snow lol Except the west coast, they ca n't handle it p"
343,LOC/Canada;,yes but here in Canada it's always Americans sneaking over the border;)
344,PER/Barry;,"Thanks for the RT, Barry!!"
345,MISC/the grammy;,just keep me in mind when you at the grammy's hahaha
346,PER/jaksoN;,Hi there . how ur day going great . My xmas ll be full of cadbury bar . love it . jaksoN Merry Xmas and best happy New Year .
347,LOC/Chicago;LOC/SC;,driving home from Chicago to SC . About 15 to 16 hrs :)
348,PER/Magne Hoseth;PER/Jonas Lunden;PER/Mark Kerr;PER/Eugen Bopp;,"I only really know CM01-02; on there I 'd suggest Magne Hoseth, Jonas Lunden, Mark Kerr and Eugen Bopp ."
350,ORG/facebook;ORG/Twitter;,"your tweet "" ""Un jour . . facebook "", "" youtu ... "" "" is now featured on Twitter's Home """
351,ORG/CNN;,well it's not on CNN yet but other news outlets are reporting it
352,,The (pseudo) Science of Homeopathy
353,ORG/Google;ORG/Google;,"Geeze I hope not, still want to believe Google problem is rogue employee, I want to trust Google so bad, G"
354,LOC/Iran;,"look forward to article on probable responses from Iran, say to Stuxnet, G"
355,LOC/US;LOC/Iraq;LOC/Afghan;,"no I think they have thought of it even planed it, Uncertain of counter attack, US took Iraq and Afghan . G"
356,,but who else was writing at the time with his amount of publicity if your the only famous author it's easy to be the best
357,LOC/Charleston;,Fantasy in Charleston
358,PER/Julian Sands;,This is clear the actor Julian Sands' comeback role .
359,PER/Jen Grey;PER/kyle massey;,u know Jen Grey's twitter handle is & kyle massey's is
360,PER/Mrs. Booze;,"Recommend "" ""Rational Recovery "" "" to Mrs. Booze Police and to anyone who dislikes AA . """
361,,in the car singing pretty girl rock . lmao
362,LOC/US;,oh . thats about this thing that was all over the news in the US .
363,MISC/Twink and Maureen Potter;MISC/Something Happens and an Emotional Fish;LOC/Baggot Inn;,They 'll go and see Twink and Maureen Potter in the Gaiety followed by Something Happens and an Emotional Fish in the Baggot Inn .
364,LOC/La County;PER/Hanie Yoon;PER/Leslie Moonves;PER/Steve Cooley;,""" ""La County "", Snipers, ""Gangs . . will kill you Hanie Yoon "" "" Leslie Moonves "", Steve Cooley your criminal campaign"
365,PER/Jay Cutler;ORG/jerseys;,Nice . Bears fans did n't waste any time burning Jay Cutler jerseys ill piss on the muthafucka!
366,PER/Jenny Garth;,Jenny Garth
367,PER/jakson;,thats is good for you learning . jakson NZ hugs . send msg in english for me then ok . abracos celso . Manda msg em english dai
368,PER/Susan boyle;LOC/Halifax;,Susan boyle is playing in Halifax? I did n't know lol .
369,PER/Julian Rush;LOC/NZ;,"Methane is "" ""the gas all miners fear "" "" writes Julian Rush as safety fears stall rescue attempts in NZ """
370,PER/Julian Sands;,I think the actor Julian Sands should also be careful .
371,,BLOODY HOPE SO! . XxX
372,MISC/Whitney Houston;,"example The only thing 'black' about "" ""Whitney Houston "" "" is the color of her skin """
373,ORG/NFL;,who won the NFL?
374,,I'm really good! I love training hard in MA . Your sensei is doing it right . I also push my students in the basics .
375,ORG/Bears;PER/Caleb Haine;PER/Haine;PER/Haine;ORG/Bears;,"The Bears hung in there right to the finish . Vintage Caleb Haine, huh? Perhaps classic Haine? Upstart Haine? Luv the Bears ."
376,LOC/Bangkok;,Bangkok?
377,ORG/Cisco;,I am really enjoying this Cisco space router gist . How does it work actually? what if there is some damaged how's it fixed .
378,LOC/Miami-Dade County;,Miami-Dade County CERT in the house!
379,PER/Cathie Black;,"Besides grades/GPA, Cathie Black's 4-page Bio is mostly redacted . What skeleton she's hiding?"
380,PER/Cathie Black;,Cathie Black Too Ashamed to Reveal her GPA? What She Hiding?
381,PER/Cathie Black;LOC/Notre Dame;LOC/NYC;,"If Cathie Black ca n't even inspire her own son NOT to drop out of Notre Dame, how is she going to inspire NYC school kids?"
382,PER/Cathie Black;LOC/Brooklyn Boro Hall;,Next Protest & Press Conference re Cathie Black appt 11/15 Mon 10AM Brooklyn Boro Hall
383,PER/Cathie Black;,"Poll Half Do n't Want Cathie Black, Worse among Pub Sch Parents"
384,LOC/NY;,yes girl . Moving to NY on Feb 13
385,ORG/Saks Fifth Avenue;,"I 'd like to know if "" ""moisture on line "" "" is still available . I did not see it online at Saks Fifth Avenue Web site . Thanks """
386,PER/Berlusconi;LOC/Italy;,We are waiting for confidence vote to Berlusconi on dec. 14 ... And markets are waiting the same ... God bless Italy!
387,MISC/MMA;ORG/CNN;,Octagon Blog MMA on CNN!
388,PER/cooper;PER/cooper;,"cooper cooper u speak what dialect hokkian, mandarin, or macau? indonesian speak hokkian i knew lil bit hokkian XDDD"
389,MISC/MMA;ORG/CNN;,Octagon Blog MMA on CNN
391,MISC/MMA;ORG/CNN International;,Octagon Blog MMA on CNN International .
392,PER/Arthur;,"please see a beautiful story that began w the birth of my special son Arthur, indicated by"
393,LOC/Haiti;,Tres Hombres CO2 zero sailing cargo vessel on the way AGAIN to Haiti
394,,"Your tweet is wrong - the article says they "" ""were food insecure at some point "" "" in 2009 not are food insecure - big difference """
395,PER/B. Palin;,"Morning show host says "" ""What will B. Palin win "", just a little statue . I guess that means let her win even if she ca n't dance . Fixed"
396,ORG/Peter G. Peterson Foundation;,Please give us an expose' on the Peter G. Peterson Foundation . They seem to be a corporation set on running the government on tv .
397,PER/Charlie Rangel;,Very classy of you to show a picture of Charlie Rangel sleep on the beach . After announcing the verdict of his trial .
399,,Great simple ideas with big pay-offs! Some good news4change
400,PER/Jessica;ORG/CNN;,Has Jessica from CNN ever been a high speed rail journey? Does she own a passport? Wtf
401,PER/bush jr;,history should show that bush jr should be in jail or at least never should have been president
403,LOC/California;,we live in California . We Def Know What a 6.9 quake feels like! lol
404,PER/PALIN;,"WHO DOES N'T PALIN TRASH-SHE THINKS SHE IS GREAT/LOL "" ""OUTLOUD "" "" """
406,,"After almst a yr PM not taken action murderer KNath, Bhuria, SSP, Mutemwar"
407,PER/Edward Nigro;,Be sure to read the new blog every Monday at Edward Nigro is
408,PER/Bruce Jenkins;PER/Gael Monfils;,Bruce Jenkins Stylistic mystique of French tennis endures with Monfils Gael Monfils' inspired run to the ...
409,PER/obama;,dods is start i seen it on the tv and obama on my mama you a looser he said all americans is loosers bitch usher should i get him
410,ORG/Time Warner;,Do n't see any Time Warner movies
412,ORG/Fed Ex;,"Fed Ex R arguably the best . I suppose with the countless no. of packages daily, 1 package had 2 make news . Glad it was found ."
413,PER/Federer;PER/Nadal;MISC/ATP World Tour;PER/Roger Federer;PER/Rafael Nadal;,Federer outlasts Nadal in finals of ATP World Tour Roger Federer and Rafael Nadal submitted another entry ...
414,PER/Federer;PER/Murray;MISC/ATP World Tour Finals;LOC/LONDON;ORG/AP;PER/Roger Federer;,"Federer routs Murray at ATP World Tour Finals LONDON (AP) Playing like the Roger Federer of old, the 16 ..."
415,PER/Francesca Schiavone;,"Francesca Schiavone is my SI Sportsman of the Year In an era where power players rule women's tennis, Ital ..."
416,ORG/CNN;,"Give the figure CNN cited, that means approximately one in six Americans is food insecure . Figure sounds accurate ."
417,ORG/GOP;,GOP to unemployed-too bad
418,PER/Sarah;LOC/Alaska;,I wonder if Sarah is doing this 4 political gain or promoting Alaska?
419,PER/Jon Wertheim;PER/Federer;MISC/Paris Masters;PER/Federer;,Jon Wertheim Federer's match-point woes continue at Paris Masters Should Federer's mental game be questio ...
420,PER/Edward Nigro;,Look for the latest blog on Monday from Edward Nigro is
421,LOC/Michigan's Lansing Community College;,Michigan's Lansing Community College downtown campus gets bomb scare ...
422,PER/Mike Bloomberg;PER/Cathie Black;,"Mike Bloomberg's Approval Rating Lowest in 5 Yrs, Following Cathie Black Appt"
423,PER/Monfils;PER/Federer;MISC/Paris Masters;,"Monfils beats top-seeded Federer to reach Paris Masters final On the brink of defeat, courtesy of five mat ..."
424,PER/Michelle;PER/Sasha;PER/Malia;,"Mr. President Would you send Michelle/Sasha/Malia through TSA screening? Naked photos or invasive genital groping, you choose ."
425,LOC/China;LOC/Koreas;,My latest blog on Monday is going to be a blockbuster . Be sure to read my analysis of China's role in the tale of 2 Koreas .
426,PER/Nadal;MISC/ATP tournament;LOC/LONDON;ORG/AP;,"Nadal displays rare fit of rage at ATP tournament LONDON (AP) Incensed and even a little indignant, Raf ..."
428,MISC/MMA;ORG/CNN International;,Octagon Blog MMA on CNN International
429,PER/Michael Vick;,One more fellon rewarded) Michael Vick!
430,PER/Arthur;,"please see a beautiful story that began w the birth of my special son Arthur, indicated by 1"
432,,PLZ help save a childs life . Metachromatic Leukodystrophy (MLD) PLZ RT
433,PER/sarah;,run sarah run we will not appoint you the countries leader
434,PER/Kym Rock;,Self defense Kym Rock xpert will do xhibition kickboxg against author of Pedophile guide need a promoter? raise money $ kids Saftey
435,PER/Monfils;ORG/Paris Masters;PER/Robin Soderling;ORG/Paris Masters;,Soderling downs Monfils to win Paris Masters title Robin Soderling's first Paris Masters crown will pay of ...
436,LOC/New Zealand;,"The 29 workers trapped after an explosion Friday in a New Zealand mine are confirmed dead, a police official says ."
437,PER/Bush;,"the solidors need to gear up, that he call back home Bush you know set up foolishand Now he with Macs damn why on amercia Court it up"
438,PER/Jesus Christ;,"third, you have to search with all your heart and soul for Him, and He 'll come, call on His name, Jesus Christ, and search for Him ..."
439,PER/Anderson Cooper;LOC/Haiti;,this is not fair . Anderson Cooper is the only true hero this year . Just re run the video from Haiti for proof
440,,Why no discussion of the use of bomb-sniffing dogs instead of x-ray scans or pat-downs?
441,PER/Gibbs;,"Wonder why we are so stupid! Gibbs did say of and that the President "" ""would wish them well "" "" """
442,LOC/US;ORG/Repubs;,"Why should the richest in the US get tax breaks while the Repubs . say "" ""NO "" "" to extend the unemployment payment "", 3rd world dictatorship ."
443,LOC/Korea;ORG/defense department;,"If the Korea's go to war, then it is not time to cut our defense department! Because the war will escalate into something much bigger!"
444,,'s Top 10 tech failures for 2010! What do you think? via
445,LOC/Congo;,Bout never forget Congo
447,LOC/Billy James Music Store;,Support Our Troops via Billy James Music Store
448,PER/Bush;,I believe Bush when he says he has no regrets . Hard to have regrets when you do not remember much of what happened . Not being mean
449,LOC/Israel;MISC/arabs;,idon' t feel there ever will be peace as long as Israel bullies the arabs
450,MISC/MMA;ORG/CNN;,Octagon Blog MMA on CNN World Sport!
451,PER/Rama;ORG/CIA;LOC/US;,Be allowed Lord Rama to make a relation with CIA/US in the shape and image of Am \* Rita immediately so as to recognize Him a member .
